"disease_id","id","name"
"B45","B45.0","Pulmonary cryptococcosis"
"B45","B45.1","Cerebral cryptococcosis"
"B45","B45.2","Cutaneous cryptococcosis"
"B45","B45.3","Osseous cryptococcosis"
"B45","B45.7","Disseminated cryptococcosis"
"B45","B45.8","Other forms of cryptococcosis"
"B45","B45.9","Cryptococcosis, unspecified"
"B46","B46.0","Pulmonary mucormycosis"
"B46","B46.1","Rhinocerebral mucormycosis"
"B46","B46.2","Gastrointestinal mucormycosis"
"B46","B46.3","Cutaneous mucormycosis"
"B46","B46.4","Disseminated mucormycosis"
"B46","B46.5","Mucormycosis, unspecified"
"B46","B46.8","Other zygomycoses"
"B46","B46.9","Zygomycosis, unspecified"
"B47","B47.0","Eumycetoma"
"B47","B47.1","Actinomycetoma"
"B47","B47.9","Mycetoma, unspecified"
"B48","B48.0","Lobomycosis"
"B48","B48.1","Rhinosporidiosis"
"B48","B48.2","Allescheriasis"
"B48","B48.3","Geotrichosis"
"B48","B48.4","Penicillosis"
"B48","B48.5","Pneumocystosis"
"B48","B48.7","Opportunistic mycoses"
"B48","B48.8","Other specified mycoses"
"B50","B50.0","Plasmodium falciparum malaria with cerebral complications"
"B50","B50.8","Other severe and complicated Plasmodium falciparum malaria"
"B50","B50.9","Plasmodium falciparum malaria, unspecified"
"B51","B51.0","Plasmodium vivax malaria with rupture of spleen"
"B51","B51.8","Plasmodium vivax malaria with other complications"
"B51","B51.9","Plasmodium vivax malaria without complication"
"B52","B52.0","Plasmodium malariae malaria with nephropathy"
"B52","B52.8","Plasmodium malariae malaria with other complications"
"B52","B52.9","Plasmodium malariae malaria without complication"
"B53","B53.0","Plasmodium ovale malaria"
"B53","B53.1","Malaria due to simian plasmodia"
"B53","B53.8","Other parasitologically confirmed malaria, not elsewhere classified"
"B55","B55.0","Visceral leishmaniasis"
"B55","B55.1","Cutaneous leishmaniasis"
"B55","B55.2","Mucocutaneous leishmaniasis"
"B55","B55.9","Leishmaniasis, unspecified"
"B56","B56.0","Gambiense trypanosomiasis"
"B56","B56.1","Rhodesiense trypanosomiasis"
"B56","B56.9","African trypanosomiasis, unspecified"
"B57","B57.0","Acute Chagas disease with heart involvement"
"B57","B57.1","Acute Chagas disease without heart involvement"
"B57","B57.2","Chagas disease (chronic) with heart involvement"
"B57","B57.3","Chagas disease (chronic) with digestive system involvement"
"B57","B57.4","Chagas disease (chronic) with nervous system involvement"
"B57","B57.5","Chagas disease (chronic) with other organ involvement"
"B58","B58.0","Toxoplasma oculopathy"
"B58","B58.1","Toxoplasma hepatitis"
"B58","B58.2","Toxoplasma meningoencephalitis"
"B58","B58.3","Pulmonary toxoplasmosis"
"B58","B58.8","Toxoplasmosis with other organ involvement"
"B58","B58.9","Toxoplasmosis, unspecified"
"B60","B60.0","Babesiosis"
"B60","B60.1","Acanthamoebiasis"
"B60","B60.2","Naegleriasis"
"B60","B60.8","Other specified protozoal diseases"
"B65","B65.0","Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]"
"B65","B65.1","Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]"
"B65","B65.2","Schistosomiasis due to Schistosoma japonicum"
"B65","B65.3","Cercarial dermatitis"
"B65","B65.8","Other schistosomiases"
"B65","B65.9","Schistosomiasis, unspecified"
"B66","B66.0","Opisthorchiasis"
"B66","B66.1","Clonorchiasis"
"B66","B66.2","Dicrocoeliasis"
"B66","B66.3","Fascioliasis"
"B66","B66.4","Paragonimiasis"
"B66","B66.5","Fasciolopsiasis"
"B66","B66.8","Other specified fluke infections"
"B66","B66.9","Fluke infection, unspecified"
"B67","B67.0","Echinococcus granulosus infection of liver"
"B67","B67.1","Echinococcus granulosus infection of lung"
"B67","B67.2","Echinococcus granulosus infection of bone"
"B67","B67.3","Echinococcus granulosus infection, other and multiple sites"
"B67","B67.4","Echinococcus granulosus infection, unspecified"
"B67","B67.5","Echinococcus multilocularis infection of liver"
"B67","B67.6","Echinococcus multilocularis infection, other and multiple sites"
"B67","B67.7","Echinococcus multilocularis infection, unspecified"
"B67","B67.8","Echinococcosis, unspecified, of liver"
"B67","B67.9","Echinococcosis, other and unspecified"
"B68","B68.0","Taenia solium taeniasis"
"B68","B68.1","Taenia saginata taeniasis"
"B68","B68.9","Taeniasis, unspecified"
"B69","B69.0","Cysticercosis of central nervous system"
"B69","B69.1","Cysticercosis of eye"
"B69","B69.8","Cysticercosis of other sites"
"B69","B69.9","Cysticercosis, unspecified"
"B70","B70.0","Diphyllobothriasis"
"B70","B70.1","Sparganosis"
"B71","B71.0","Hymenolepiasis"
"B71","B71.1","Dipylidiasis"
"B71","B71.8","Other specified cestode infections"
"B71","B71.9","Cestode infection, unspecified"
"B74","B74.0","Filariasis due to Wuchereria bancrofti"
"B74","B74.1","Filariasis due to Brugia malayi"
"B74","B74.2","Filariasis due to Brugia timori"
"B74","B74.3","Loiasis"
"B74","B74.4","Mansonelliasis"
"B74","B74.8","Other filariases"
"B74","B74.9","Filariasis, unspecified"
"B76","B76.0","Ancylostomiasis"
"B76","B76.1","Necatoriasis"
"B76","B76.8","Other hookworm diseases"
"B76","B76.9","Hookworm disease, unspecified"
"B77","B77.0","Ascariasis with intestinal complications"
"B77","B77.8","Ascariasis with other complications"
"B77","B77.9","Ascariasis, unspecified"
"B78","B78.0","Intestinal strongyloidiasis"
"B78","B78.1","Cutaneous strongyloidiasis"
"B78","B78.7","Disseminated strongyloidiasis"
"B78","B78.9","Strongyloidiasis, unspecified"
"B81","B81.0","Anisakiasis"
"B81","B81.1","Intestinal capillariasis"
"B81","B81.2","Trichostrongyliasis"
"B81","B81.3","Intestinal angiostrongyliasis"
"B81","B81.4","Mixed intestinal helminthiases"
"B81","B81.8","Other specified intestinal helminthiases"
"B82","B82.0","Intestinal helminthiasis, unspecified"
"B82","B82.9","Intestinal parasitism, unspecified"
"B83","B83.0","Visceral larva migrans"
"B83","B83.1","Gnathostomiasis"
"B83","B83.2","Angiostrongyliasis due to Parastrongylus cantonensis"
"B83","B83.3","Syngamiasis"
"B83","B83.4","Internal hirudiniasis"
"B83","B83.8","Other specified helminthiases"
"B83","B83.9","Helminthiasis, unspecified"
"B85","B85.0","Pediculosis due to Pediculus humanus capitis"
"B85","B85.1","Pediculosis due to Pediculus humanus corporis"
"B85","B85.2","Pediculosis, unspecified"
"B85","B85.3","Phthiriasis"
"B85","B85.4","Mixed pediculosis and phthiriasis"
"B87","B87.0","Cutaneous myiasis"
"B87","B87.1","Wound myiasis"
"B87","B87.2","Ocular myiasis"
"B87","B87.3","Nasopharyngeal myiasis"
"B87","B87.4","Aural myiasis"
"B87","B87.8","Myiasis of other sites"
"B87","B87.9","Myiasis, unspecified"
"B88","B88.0","Other acariasis"
"B88","B88.1","Tungiasis [sandflea infestation]"
"B88","B88.2","Other arthropod infestations"
"B88","B88.3","External hirudiniasis"
"B88","B88.8","Other specified infestations"
"B88","B88.9","Infestation, unspecified"
"B90","B90.0","Sequelae of central nervous system tuberculosis"
"B90","B90.1","Sequelae of genitourinary tuberculosis"
"B90","B90.2","Sequelae of tuberculosis of bones and joints"
"B90","B90.8","Sequelae of tuberculosis of other organs"
"B90","B90.9","Sequelae of respiratory and unspecified tuberculosis"
"B94","B94.0","Sequelae of trachoma"
"B94","B94.1","Sequelae of viral encephalitis"
"B94","B94.2","Sequelae of viral hepatitis"
"B94","B94.8","Sequelae of other specified infectious and parasitic diseases"
"B94","B94.9","Sequelae of unspecified infectious or parasitic disease"
"B95","B95.0","Streptococcus, group A, as the cause of diseases classified to other chapters"
"B95","B95.1","Streptococcus, group B, as the cause of diseases classified to other chapters"
"B95","B95.2","Streptococcus group D and enterococcus as the cause of diseases classified to other chapters"
"B95","B95.3","Streptococcus pneumoniae as the cause of diseases classified to other chapters"
"B95","B95.4","Other streptococcus as the cause of diseases classified to other chapters"
"B95","B95.5","Unspecified streptococcus as the cause of diseases classified to other chapters"
"B95","B95.6","Staphylococcus aureus as the cause of diseases classified to other chapters"
"B95","B95.7","Other staphylococcus as the cause of diseases classified to other chapters"
"B95","B95.8","Unspecified staphylococcus as the cause of diseases classified to other chapters"
"B96","B96.0","Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters"
"B96","B96.1","Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters"
"B96","B96.2","Escherichia coli [E. coli] as the cause of diseases classified to other chapters"
"B96","B96.3","Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters"
"B96","B96.4","Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters"
"B96","B96.5","Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters"
"B96","B96.6","Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters"
"B96","B96.7","Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters"
"B96","B96.8","Other specified bacterial agents as the cause of diseases classified to other chapters"
"B97","B97.0","Adenovirus as the cause of diseases classified to other chapters"
"B97","B97.1","Enterovirus as the cause of diseases classified to other chapters"
"B97","B97.2","Coronavirus as the cause of diseases classified to other chapters"
"B97","B97.3","Retrovirus as the cause of diseases classified to other chapters"
"B97","B97.4","Respiratory syncytial virus as the cause of diseases classified to other chapters"
"B97","B97.5","Reovirus as the cause of diseases classified to other chapters"
"B97","B97.6","Parvovirus as the cause of diseases classified to other chapters"
"B97","B97.7","Papillomavirus as the cause of diseases classified to other chapters"
"B97","B97.8","Other viral agents as the cause of diseases classified to other chapters"
"B98","B98.0","Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters"
"B98","B98.1","Vibrio vulnificus as the cause of diseases classified to other chapters"
"C00","C00.0","Malignant neoplasm: External upper lip"
"C00","C00.1","Malignant neoplasm: External lower lip"
"C00","C00.2","Malignant neoplasm: External lip, unspecified"
"C00","C00.3","Malignant neoplasm: Upper lip, inner aspect"
"C00","C00.4","Malignant neoplasm: Lower lip, inner aspect"
"C00","C00.5","Malignant neoplasm: Lip, unspecified, inner aspect"
"C00","C00.6","Malignant neoplasm: Commissure of lip"
"C00","C00.8","Malignant neoplasm: Overlapping lesion of lip"
"C00","C00.9","Malignant neoplasm: Lip, unspecified"
"C02","C02.0","Malignant neoplasm: Dorsal surface of tongue"
"C02","C02.1","Malignant neoplasm: Border of tongue"
"C02","C02.2","Malignant neoplasm: Ventral surface of tongue"
"C02","C02.3","Malignant neoplasm: Anterior two-thirds of tongue, part unspecified"
"C02","C02.4","Malignant neoplasm: Lingual tonsil"
"C02","C02.8","Malignant neoplasm: Overlapping lesion of tongue"
"C02","C02.9","Malignant neoplasm: Tongue, unspecified"
"C03","C03.0","Malignant neoplasm: Upper gum"
"C03","C03.1","Malignant neoplasm: Lower gum"
"C03","C03.9","Malignant neoplasm: Gum, unspecified"
"C04","C04.0","Malignant neoplasm: Anterior floor of mouth"
"C04","C04.1","Malignant neoplasm: Lateral floor of mouth"
"C04","C04.8","Malignant neoplasm: Overlapping lesion of floor of mouth"
"C04","C04.9","Malignant neoplasm: Floor of mouth, unspecified"
"C05","C05.0","Malignant neoplasm: Hard palate"
"C05","C05.1","Malignant neoplasm: Soft palate"
"C05","C05.2","Malignant neoplasm: Uvula"
"C05","C05.8","Malignant neoplasm: Overlapping lesion of palate"
"C05","C05.9","Malignant neoplasm: Palate, unspecified"
"C06","C06.0","Malignant neoplasm: Cheek mucosa"
"C06","C06.1","Malignant neoplasm: Vestibule of mouth"
"C06","C06.2","Malignant neoplasm: Retromolar area"
"C06","C06.8","Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth"
"C06","C06.9","Malignant neoplasm: Mouth, unspecified"
"C08","C08.0","Malignant neoplasm: Submandibular gland"
"C08","C08.1","Malignant neoplasm: Sublingual gland"
"C08","C08.8","Malignant neoplasm: Overlapping lesion of major salivary glands"
"C08","C08.9","Malignant neoplasm: Major salivary gland, unspecified"
"C09","C09.0","Malignant neoplasm: Tonsillar fossa"
"C09","C09.1","Malignant neoplasm: Tonsillar pillar (anterior)(posterior)"
"C09","C09.8","Malignant neoplasm: Overlapping lesion of tonsil"
"C09","C09.9","Malignant neoplasm: Tonsil, unspecified"
"C10","C10.0","Malignant neoplasm: Vallecula"
"C10","C10.1","Malignant neoplasm: Anterior surface of epiglottis"
"C10","C10.2","Malignant neoplasm: Lateral wall of oropharynx"
"C10","C10.3","Malignant neoplasm: Posterior wall of oropharynx"
"C10","C10.4","Malignant neoplasm: Branchial cleft"
"C10","C10.8","Malignant neoplasm: Overlapping lesion of oropharynx"
"C10","C10.9","Malignant neoplasm: Oropharynx, unspecified"
"C11","C11.0","Malignant neoplasm: Superior wall of nasopharynx"
"C11","C11.1","Malignant neoplasm: Posterior wall of nasopharynx"
"C11","C11.2","Malignant neoplasm: Lateral wall of nasopharynx"
"C11","C11.3","Malignant neoplasm: Anterior wall of nasopharynx"
"C11","C11.8","Malignant neoplasm: Overlapping lesion of nasopharynx"
"C11","C11.9","Malignant neoplasm: Nasopharynx, unspecified"
"C13","C13.0","Malignant neoplasm: Postcricoid region"
"C13","C13.1","Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect"
"C13","C13.2","Malignant neoplasm: Posterior wall of hypopharynx"
"C13","C13.8","Malignant neoplasm: Overlapping lesion of hypopharynx"
"C13","C13.9","Malignant neoplasm: Hypopharynx, unspecified"
"C14","C14.0","Malignant neoplasm: Pharynx, unspecified"
"C14","C14.2","Malignant neoplasm: Waldeyer ring"
"C14","C14.8","Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx"
"C15","C15.0","Malignant neoplasm: Cervical part of oesophagus"
"C15","C15.1","Malignant neoplasm: Thoracic part of oesophagus"
"C15","C15.2","Malignant neoplasm: Abdominal part of oesophagus"
"C15","C15.3","Malignant neoplasm: Upper third of oesophagus"
"C15","C15.4","Malignant neoplasm: Middle third of oesophagus"
"C15","C15.5","Malignant neoplasm: Lower third of oesophagus"
"C15","C15.8","Malignant neoplasm: Overlapping lesion of oesophagus"
"C15","C15.9","Malignant neoplasm: Oesophagus, unspecified"
"C16","C16.0","Malignant neoplasm: Cardia"
"C16","C16.1","Malignant neoplasm: Fundus of stomach"
"C16","C16.2","Malignant neoplasm: Body of stomach"
"C16","C16.3","Malignant neoplasm: Pyloric antrum"
"C16","C16.4","Malignant neoplasm: Pylorus"
"C16","C16.5","Malignant neoplasm: Lesser curvature of stomach, unspecified"
"C16","C16.6","Malignant neoplasm: Greater curvature of stomach, unspecified"
"C16","C16.8","Malignant neoplasm: Overlapping lesion of stomach"
"C16","C16.9","Malignant neoplasm: Stomach, unspecified"
"C17","C17.0","Malignant neoplasm: Duodenum"
"C17","C17.1","Malignant neoplasm: Jejunum"
"C17","C17.2","Malignant neoplasm: Ileum"
"C17","C17.3","Malignant neoplasm: Meckel diverticulum"
"C17","C17.8","Malignant neoplasm: Overlapping lesion of small intestine"
"C17","C17.9","Malignant neoplasm: Small intestine, unspecified"
"C18","C18.0","Malignant neoplasm: Caecum"
"C18","C18.1","Malignant neoplasm: Appendix"
"C18","C18.2","Malignant neoplasm: Ascending colon"
"C18","C18.3","Malignant neoplasm: Hepatic flexure"
"C18","C18.4","Malignant neoplasm: Transverse colon"
"C18","C18.5","Malignant neoplasm: Splenic flexure"
"C18","C18.6","Malignant neoplasm: Descending colon"
"C18","C18.7","Malignant neoplasm: Sigmoid colon"
"C18","C18.8","Malignant neoplasm: Overlapping lesion of colon"
"C18","C18.9","Malignant neoplasm: Colon, unspecified"
"C21","C21.0","Malignant neoplasm: Anus, unspecified"
"C21","C21.1","Malignant neoplasm: Anal canal"
"C21","C21.2","Malignant neoplasm: Cloacogenic zone"
"C21","C21.8","Malignant neoplasm: Overlapping lesion of rectum, anus and anal canal"
"C22","C22.0","Malignant neoplasm: Liver cell carcinoma"
"C22","C22.1","Malignant neoplasm: Intrahepatic bile duct carcinoma"
"C22","C22.2","Malignant neoplasm: Hepatoblastoma"
"C22","C22.3","Malignant neoplasm: Angiosarcoma of liver"
"C22","C22.4","Malignant neoplasm: Other sarcomas of liver"
"C22","C22.7","Malignant neoplasm: Other specified carcinomas of liver"
"C22","C22.9","Malignant neoplasm: Liver, unspecified"
"C24","C24.0","Malignant neoplasm: Extrahepatic bile duct"
"C24","C24.1","Malignant neoplasm: Ampulla of Vater"
"C24","C24.8","Malignant neoplasm: Overlapping lesion of biliary tract"
"C24","C24.9","Malignant neoplasm: Biliary tract, unspecified"
